customer_id,age,tenure_months,monthly_charges,contract_type,internet_service,tech_support,online_security,payment_method,customer_service_calls,churn
3062,22,9,133.25,One year,DSL,No,No,Credit card,4,1
1042,51,5,119.16,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3556,36,63,133.75,Month-to-month,DSL,No,No,Bank transfer,1,1
2862,46,36,96.78,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
1682,59,64,135.74,Month-to-month,Fiber optic,No,No,Bank transfer,2,0
2076,55,72,29.3,Month-to-month,Fiber optic,No,No,Bank transfer,2,1
3766,64,44,86.15,Two year,No,No,No,Electronic check,1,1
1529,38,59,68.1,Month-to-month,Fiber optic,No,No,Electronic check,2,0
655,42,57,44.87,Month-to-month,No,No,Yes,Bank transfer,1,1
504,39,64,38.02,Month-to-month,No,No,No,Credit card,1,1
4840,36,3,46.73,One year,DSL,Yes,No,Bank transfer,1,1
2064,50,66,115.84,One year,Fiber optic,No,No,Bank transfer,4,1
730,45,67,116.49,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,0
2899,61,58,54.67,Month-to-month,DSL,No,Yes,Electronic check,2,1
2571,36,27,33.33,One year,Fiber optic,Yes,Yes,Bank transfer,1,0
2169,58,72,82.49,Month-to-month,Fiber optic,No,No,Credit card,2,0
1476,34,43,133.3,Month-to-month,No,No,Yes,Credit card,1,1
4073,59,64,139.31,Month-to-month,DSL,No,No,Electronic check,1,0
3770,37,10,121.35,Month-to-month,Fiber optic,No,No,Credit card,2,1
3820,58,35,114.77,Month-to-month,Fiber optic,No,No,Electronic check,1,0
992,20,23,135.38,One year,No,No,No,Credit card,2,0
4988,47,33,60.74,Two year,Fiber optic,No,No,Electronic check,3,1
1396,50,54,70.71,Month-to-month,DSL,No,Yes,Electronic check,0,0
4438,24,18,33.93,Two year,Fiber optic,No,No,Bank transfer,1,0
4858,20,10,54.94,One year,DSL,Yes,Yes,Bank transfer,1,0
2363,28,43,41.91,Month-to-month,No,No,Yes,Bank transfer,1,1
3567,40,54,23.95,Month-to-month,Fiber optic,No,No,Bank transfer,3,1
937,49,18,140.61,One year,No,No,Yes,Credit card,1,0
1675,50,55,32.09,One year,DSL,No,Yes,Electronic check,0,0
1439,38,29,21.48,Two year,Fiber optic,Yes,No,Bank transfer,2,0
1598,64,64,86.49,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,0
2147,52,6,71.14,Two year,DSL,Yes,No,Credit card,2,1
3833,40,31,49.61,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
761,28,68,43.22,Month-to-month,Fiber optic,No,No,Electronic check,2,1
3298,59,47,57.9,Month-to-month,No,Yes,Yes,Credit card,4,1
4754,28,17,69.78,One year,No,Yes,Yes,Bank transfer,1,0
3212,43,46,117.57,Month-to-month,No,No,No,Electronic check,4,0
1202,69,45,33.5,One year,Fiber optic,No,Yes,Bank transfer,2,1
2036,28,21,91.19,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1
4196,51,72,76.94,Two year,DSL,Yes,Yes,Electronic check,2,0
4902,46,65,149.78,Month-to-month,Fiber optic,Yes,Yes,Credit card,3,1
534,40,65,83.19,Two year,Fiber optic,No,No,Bank transfer,2,1
879,28,16,36.94,Two year,DSL,No,No,Credit card,3,1
389,52,24,54.13,One year,No,No,Yes,Bank transfer,3,1
3031,69,68,146.94,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,1
1993,25,71,24.39,Two year,DSL,Yes,No,Credit card,2,1
2290,67,24,21.94,Month-to-month,DSL,Yes,Yes,Bank transfer,1,1
3704,62,64,130.79,Month-to-month,DSL,No,Yes,Credit card,0,1
2435,63,28,66.01,Month-to-month,No,No,Yes,Credit card,2,1
493,64,32,65.04,One year,Fiber optic,Yes,No,Bank transfer,2,0
895,50,71,55.11,Month-to-month,Fiber optic,No,No,Electronic check,3,0
316,25,7,45.76,Two year,DSL,Yes,No,Bank transfer,1,1
2988,47,58,27.04,Month-to-month,DSL,Yes,No,Credit card,2,1
514,31,36,91.74,Month-to-month,Fiber optic,Yes,No,Bank transfer,2,1
3574,59,60,77.11,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,1
1502,59,24,94.27,Month-to-month,Fiber optic,No,Yes,Bank transfer,6,1
2828,55,16,80.42,Month-to-month,Fiber optic,No,No,Bank transfer,2,1
1261,43,11,73.93,Month-to-month,No,No,No,Bank transfer,7,1
3660,37,12,139.01,Month-to-month,DSL,No,No,Electronic check,3,1
4028,44,54,57.27,One year,DSL,Yes,Yes,Electronic check,1,0
60,61,28,107.13,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,1
1220,55,29,124.53,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
236,18,66,24.01,Two year,Fiber optic,Yes,No,Bank transfer,2,0
2545,54,4,48.77,Month-to-month,Fiber optic,No,No,Bank transfer,2,1
1491,21,51,33.97,Month-to-month,Fiber optic,Yes,No,Credit card,0,0
4959,39,1,68.85,One year,Fiber optic,Yes,No,Credit card,1,1
470,69,53,120.39,One year,No,Yes,Yes,Bank transfer,1,0
4861,36,68,25.66,Month-to-month,Fiber optic,No,No,Electronic check,5,1
738,49,47,62.82,Month-to-month,Fiber optic,Yes,No,Electronic check,2,1
2903,25,20,81.88,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,1
2537,52,17,105.25,Month-to-month,DSL,No,No,Electronic check,2,1
873,40,58,118.89,Two year,Fiber optic,No,Yes,Bank transfer,1,0
3776,50,49,95.28,Two year,Fiber optic,No,Yes,Electronic check,5,1
2326,35,15,87.19,Month-to-month,DSL,No,Yes,Credit card,1,1
1457,37,60,114.24,One year,DSL,Yes,Yes,Electronic check,0,1
2610,19,31,74.22,One year,DSL,No,No,Electronic check,1,1
652,22,32,57.65,Month-to-month,Fiber optic,No,No,Credit card,1,1
4492,48,59,130.64,Month-to-month,DSL,Yes,No,Electronic check,1,0
2193,53,69,60.53,Two year,Fiber optic,No,No,Bank transfer,3,1
1462,26,22,95.17,One year,Fiber optic,No,No,Credit card,1,1
3220,53,64,102.0,Month-to-month,DSL,Yes,No,Electronic check,3,1
1115,61,22,76.38,One year,DSL,No,No,Credit card,1,1
4065,67,6,137.46,Month-to-month,Fiber optic,No,No,Credit card,2,1
4626,40,38,134.32,Month-to-month,Fiber optic,No,Yes,Electronic check,0,1
521,69,31,82.55,One year,DSL,No,Yes,Bank transfer,2,0
3888,22,36,80.37,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,1
1344,34,43,32.96,One year,DSL,No,Yes,Electronic check,1,0
2599,49,35,101.24,One year,Fiber optic,Yes,No,Bank transfer,1,1
3328,65,16,56.51,Month-to-month,Fiber optic,No,No,Credit card,1,1
3194,62,5,45.37,Month-to-month,DSL,No,No,Electronic check,1,1
1028,39,62,54.92,Month-to-month,Fiber optic,No,No,Credit card,1,1
3554,25,39,148.61,Two year,Fiber optic,Yes,Yes,Electronic check,2,0
4796,34,43,62.07,One year,Fiber optic,Yes,No,Electronic check,1,1
1777,64,3,100.11,One year,Fiber optic,Yes,Yes,Electronic check,2,0
2239,47,33,90.51,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,1
2242,22,56,47.45,Month-to-month,DSL,No,No,Credit card,1,1
2653,47,10,46.19,Month-to-month,Fiber optic,No,No,Bank transfer,6,1
341,37,71,47.31,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
3086,39,24,116.52,Month-to-month,Fiber optic,No,No,Credit card,1,0
1524,24,23,37.14,Month-to-month,DSL,No,No,Electronic check,0,1
760,40,47,46.15,One year,Fiber optic,No,No,Bank transfer,2,1
1512,40,63,49.69,Two year,DSL,Yes,Yes,Credit card,2,0
1232,46,4,49.98,One year,Fiber optic,Yes,Yes,Electronic check,6,1
4274,54,29,60.24,Two year,No,No,Yes,Electronic check,2,0
2657,39,69,59.71,Month-to-month,Fiber optic,No,No,Credit card,2,1
1841,30,62,138.62,Two year,Fiber optic,No,Yes,Credit card,1,1
4353,34,15,109.94,Two year,DSL,No,Yes,Bank transfer,1,0
197,30,43,115.67,Month-to-month,Fiber optic,No,No,Electronic check,2,1
1663,43,56,122.95,Two year,Fiber optic,Yes,Yes,Credit card,4,0
4938,55,71,28.42,Month-to-month,DSL,No,No,Electronic check,3,1
66,53,2,43.25,Month-to-month,Fiber optic,No,No,Electronic check,2,1
48,35,19,136.32,Month-to-month,DSL,Yes,No,Credit card,3,1
3647,63,4,46.88,Two year,Fiber optic,No,No,Bank transfer,2,1
2583,50,27,98.1,Two year,DSL,Yes,No,Bank transfer,0,0
4730,54,60,70.8,Month-to-month,Fiber optic,Yes,Yes,Credit card,4,1
746,53,66,110.12,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,1
1033,66,19,64.79,Two year,DSL,No,No,Credit card,4,1
88,57,1,147.87,Month-to-month,Fiber optic,No,Yes,Credit card,1,1
4546,47,57,51.79,One year,Fiber optic,No,No,Bank transfer,1,0
4554,34,35,105.72,Month-to-month,Fiber optic,No,Yes,Electronic check,3,1
3998,64,2,82.57,Month-to-month,DSL,No,No,Credit card,1,1
3740,30,54,45.96,One year,No,No,No,Bank transfer,5,0
853,57,19,131.59,Month-to-month,No,No,Yes,Credit card,3,0
4171,27,59,29.87,Month-to-month,DSL,Yes,No,Electronic check,2,0
3537,56,11,69.61,Month-to-month,Fiber optic,Yes,Yes,Credit card,3,1
1776,30,8,135.01,Month-to-month,No,No,No,Credit card,4,1
4036,35,59,52.6,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,0
3464,23,23,66.41,Month-to-month,DSL,Yes,Yes,Bank transfer,2,0
2726,37,45,76.2,One year,No,No,Yes,Credit card,5,1
3246,59,45,64.06,Month-to-month,Fiber optic,No,No,Bank transfer,3,1
420,65,65,24.03,Month-to-month,Fiber optic,Yes,Yes,Electronic check,3,1
310,41,1,74.75,Month-to-month,No,No,No,Electronic check,1,1
1458,22,71,76.69,Month-to-month,DSL,No,Yes,Electronic check,3,1
905,27,69,107.56,One year,DSL,Yes,Yes,Electronic check,3,0
2514,41,67,61.17,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1
2625,22,18,87.46,Month-to-month,No,Yes,No,Credit card,4,1
4662,32,65,95.57,Month-to-month,DSL,Yes,Yes,Electronic check,2,1
417,50,59,36.77,Two year,Fiber optic,No,Yes,Electronic check,3,0
4627,27,41,25.1,Month-to-month,DSL,Yes,Yes,Bank transfer,2,1
4527,55,23,39.38,One year,DSL,No,No,Bank transfer,4,1
1590,29,45,91.79,Month-to-month,Fiber optic,Yes,No,Credit card,0,1
942,22,30,86.8,One year,Fiber optic,No,No,Credit card,2,0
2398,52,39,105.97,Month-to-month,No,No,No,Electronic check,4,1
3217,52,42,111.65,One year,Fiber optic,No,No,Credit card,1,1
3816,47,71,75.75,Month-to-month,Fiber optic,No,No,Bank transfer,4,1
641,36,53,51.33,Month-to-month,DSL,No,No,Bank transfer,4,1
4338,30,66,20.02,One year,Fiber optic,Yes,No,Bank transfer,0,0
2523,36,19,85.46,Month-to-month,Fiber optic,No,No,Bank transfer,0,1
4478,51,23,146.65,Month-to-month,No,Yes,No,Bank transfer,1,1
972,18,59,140.03,Two year,Fiber optic,Yes,No,Credit card,0,1
3805,56,55,71.06,Month-to-month,DSL,No,No,Credit card,0,1
2872,34,29,30.69,Month-to-month,No,No,No,Bank transfer,1,0
2666,69,40,63.06,Month-to-month,DSL,Yes,Yes,Electronic check,0,1
2294,64,18,125.43,Month-to-month,No,No,No,Electronic check,4,1
2311,25,40,30.21,Month-to-month,DSL,No,Yes,Electronic check,4,0
1996,63,60,64.97,One year,Fiber optic,No,No,Bank transfer,0,0
1437,50,3,102.87,Month-to-month,DSL,No,Yes,Credit card,1,1
3858,65,19,74.75,Month-to-month,Fiber optic,No,No,Credit card,3,1
4503,50,10,125.1,Month-to-month,No,No,No,Electronic check,2,1
3011,57,57,33.63,Two year,Fiber optic,No,No,Bank transfer,0,0
3506,52,34,37.34,Month-to-month,DSL,No,Yes,Bank transfer,3,0
4216,25,30,34.53,Two year,Fiber optic,No,No,Bank transfer,1,1
4819,50,2,99.13,One year,Fiber optic,No,Yes,Electronic check,2,1
4884,58,61,103.97,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,0
1040,69,4,81.14,Month-to-month,DSL,Yes,No,Bank transfer,1,1
4271,36,66,94.06,Month-to-month,DSL,No,No,Bank transfer,2,1
2484,27,33,107.39,Month-to-month,DSL,Yes,Yes,Electronic check,2,0
4240,65,23,133.21,One year,Fiber optic,Yes,No,Credit card,1,0
1485,42,28,65.27,Month-to-month,No,No,No,Credit card,3,1
4329,60,33,127.33,Month-to-month,Fiber optic,Yes,Yes,Credit card,2,1
2863,69,37,99.32,Month-to-month,Fiber optic,No,No,Electronic check,0,1
1259,60,42,109.26,One year,DSL,Yes,No,Credit card,4,1
3395,64,46,100.9,Month-to-month,No,No,No,Electronic check,2,1
2945,57,4,52.04,Month-to-month,No,No,Yes,Electronic check,2,1
2494,21,71,32.97,Month-to-month,DSL,No,Yes,Electronic check,2,0
86,31,3,98.42,Month-to-month,Fiber optic,No,Yes,Credit card,3,1
1284,46,37,54.07,Month-to-month,Fiber optic,No,Yes,Credit card,2,0
4481,38,63,117.39,Two year,Fiber optic,No,Yes,Bank transfer,2,0
3541,32,61,137.64,One year,No,Yes,No,Credit card,0,0
1961,34,26,31.51,Two year,No,Yes,No,Electronic check,5,1
3637,41,49,123.43,Month-to-month,DSL,No,Yes,Bank transfer,2,1
3840,53,66,82.59,Month-to-month,Fiber optic,Yes,No,Credit card,2,1
4515,33,10,143.8,Month-to-month,Fiber optic,No,Yes,Electronic check,5,1
4105,22,56,66.7,Month-to-month,DSL,No,No,Bank transfer,2,1
3593,50,67,109.46,Two year,DSL,No,No,Bank transfer,2,1
3481,43,2,39.42,One year,Fiber optic,Yes,Yes,Electronic check,6,1
4574,57,59,118.8,Month-to-month,No,No,Yes,Credit card,2,1
3032,44,52,137.24,One year,Fiber optic,Yes,Yes,Credit card,4,1
4651,64,15,124.74,Month-to-month,DSL,No,No,Bank transfer,2,0
870,34,36,26.23,Month-to-month,No,No,No,Credit card,4,1
2122,30,66,48.51,One year,DSL,No,No,Electronic check,1,1
2072,43,3,142.04,Month-to-month,DSL,Yes,No,Bank transfer,5,1
3517,23,49,131.96,Month-to-month,DSL,No,No,Electronic check,2,1
2146,68,19,77.03,Month-to-month,DSL,No,No,Credit card,1,1
2196,40,12,24.29,One year,Fiber optic,Yes,No,Electronic check,2,0
1004,42,19,32.44,Month-to-month,DSL,No,No,Electronic check,0,1
765,33,64,81.98,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,1
3606,25,46,99.24,One year,No,No,Yes,Credit card,2,1
3082,30,13,88.28,Two year,No,No,Yes,Bank transfer,3,0
2501,30,28,50.18,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,1
1831,50,4,110.39,Two year,Fiber optic,No,Yes,Credit card,1,1
3610,39,37,60.28,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,0
2078,43,7,116.41,Two year,No,No,No,Electronic check,1,1
844,26,64,31.73,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,3,1
1131,47,51,38.68,Month-to-month,No,Yes,No,Electronic check,4,1
3074,38,56,42.46,Month-to-month,Fiber optic,No,Yes,Credit card,4,1
1870,56,9,29.21,One year,Fiber optic,Yes,No,Bank transfer,6,0
4380,24,8,133.22,Two year,DSL,Yes,No,Bank transfer,1,1
82,48,54,77.26,Two year,Fiber optic,Yes,No,Credit card,6,1
1219,50,66,41.37,One year,No,Yes,Yes,Credit card,2,0
3853,32,26,61.97,Month-to-month,No,No,Yes,Bank transfer,5,1
2953,53,35,58.75,Month-to-month,Fiber optic,No,Yes,Credit card,0,1
1901,37,38,146.17,Two year,No,No,No,Electronic check,4,0
797,22,52,43.37,Month-to-month,No,No,No,Credit card,0,0
2092,26,72,22.41,Month-to-month,DSL,No,Yes,Bank transfer,1,1
717,20,31,118.59,One year,DSL,No,No,Credit card,3,1
3821,29,63,74.56,One year,Fiber optic,No,No,Bank transfer,3,0
3742,62,22,64.5,One year,Fiber optic,No,No,Credit card,2,1
1057,41,57,131.96,Month-to-month,DSL,Yes,Yes,Electronic check,1,0
1314,43,64,100.86,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,0
4054,49,49,105.31,One year,Fiber optic,No,No,Bank transfer,2,0
4828,66,47,57.02,One year,No,No,No,Electronic check,4,1
1059,20,31,78.7,Month-to-month,Fiber optic,Yes,No,Credit card,1,1
372,52,55,35.76,One year,No,No,No,Electronic check,3,1
4319,45,39,122.61,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
2760,30,24,114.15,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,0
2089,23,10,57.2,One year,Fiber optic,Yes,No,Electronic check,0,1
1129,55,66,27.81,Two year,DSL,No,No,Bank transfer,2,1
3913,59,67,137.66,Month-to-month,Fiber optic,Yes,No,Bank transfer,5,0
4939,39,24,116.05,Two year,Fiber optic,No,Yes,Electronic check,1,1
3609,63,54,128.17,One year,DSL,Yes,No,Bank transfer,0,1
1807,65,6,133.93,Month-to-month,DSL,No,Yes,Electronic check,1,1
3700,57,42,120.53,Month-to-month,No,No,No,Electronic check,3,1
999,35,67,71.75,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,1
857,48,19,95.83,Month-to-month,No,No,Yes,Credit card,2,1
1891,58,30,114.32,One year,Fiber optic,No,No,Credit card,1,1
3761,44,7,144.05,Month-to-month,DSL,Yes,Yes,Bank transfer,2,1
289,24,8,40.58,Month-to-month,Fiber optic,Yes,No,Credit card,2,1
3414,57,20,130.88,Month-to-month,Fiber optic,No,No,Electronic check,5,1
4770,68,7,48.02,One year,DSL,Yes,Yes,Credit card,2,0
981,43,13,77.73,Two year,DSL,No,Yes,Bank transfer,1,1
4563,54,52,75.45,One year,Fiber optic,No,Yes,Electronic check,2,0
435,25,43,46.04,Month-to-month,Fiber optic,No,No,Bank transfer,5,1
762,29,18,63.91,Two year,Fiber optic,Yes,Yes,Bank transfer,0,1
4505,65,47,56.11,One year,No,No,No,Credit card,2,1
3371,69,43,33.83,Month-to-month,Fiber optic,No,No,Credit card,3,0
1401,24,38,121.6,Month-to-month,DSL,No,No,Credit card,2,1
3422,65,19,95.0,Month-to-month,Fiber optic,No,Yes,Electronic check,3,0
4548,53,31,130.38,Month-to-month,DSL,No,No,Bank transfer,1,1
697,62,13,23.18,Month-to-month,DSL,No,Yes,Credit card,1,1
4511,45,20,125.41,Month-to-month,DSL,Yes,Yes,Electronic check,2,1
1192,20,32,30.4,Two year,DSL,No,No,Credit card,1,1
1428,54,69,30.35,Two year,Fiber optic,No,No,Credit card,2,1
2954,21,30,24.56,Two year,DSL,No,Yes,Bank transfer,4,1
1383,68,33,36.05,Two year,DSL,Yes,No,Electronic check,2,0
2210,42,36,55.03,One year,Fiber optic,No,Yes,Electronic check,1,1
1434,24,15,63.27,Month-to-month,DSL,No,No,Electronic check,7,1
2310,18,23,82.58,Two year,Fiber optic,Yes,Yes,Bank transfer,3,1
1422,49,49,115.72,Two year,DSL,Yes,No,Credit card,2,1
3564,31,3,105.25,Month-to-month,Fiber optic,No,No,Electronic check,4,1
3042,60,33,136.43,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,1
4686,57,36,147.03,One year,Fiber optic,No,Yes,Bank transfer,3,1
243,49,64,23.17,Month-to-month,DSL,No,No,Bank transfer,0,1
2598,44,51,71.69,Month-to-month,Fiber optic,No,No,Electronic check,2,0
2743,58,64,100.48,One year,Fiber optic,Yes,No,Credit card,3,1
519,47,22,145.53,Month-to-month,Fiber optic,Yes,No,Electronic check,1,1
205,54,54,40.58,Month-to-month,Fiber optic,No,Yes,Credit card,4,1
1574,42,31,132.08,Month-to-month,No,No,No,Electronic check,3,1
4995,21,25,30.23,Month-to-month,No,No,No,Electronic check,0,0
3035,32,44,73.28,Two year,No,Yes,No,Bank transfer,2,0
548,33,63,146.89,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
3347,63,62,128.48,Two year,DSL,No,No,Electronic check,0,1
4063,48,43,24.34,Month-to-month,Fiber optic,Yes,No,Bank transfer,4,1
2229,48,51,123.2,Two year,Fiber optic,Yes,No,Credit card,1,0
2257,66,71,37.01,Two year,Fiber optic,No,Yes,Bank transfer,1,1
3150,53,6,125.23,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,1
189,28,67,31.38,Month-to-month,Fiber optic,No,No,Electronic check,2,1
2151,24,7,50.02,Month-to-month,Fiber optic,No,No,Credit card,2,1
1089,43,26,57.6,One year,DSL,No,Yes,Credit card,0,1
4569,59,38,149.43,One year,No,No,No,Credit card,3,1
4741,39,50,119.32,One year,No,Yes,Yes,Electronic check,1,0
1904,67,22,61.43,Two year,DSL,Yes,Yes,Bank transfer,1,1
346,50,38,85.46,Month-to-month,Fiber optic,Yes,No,Credit card,0,1
2442,60,30,58.14,One year,Fiber optic,No,Yes,Bank transfer,1,1
1461,47,41,59.15,Month-to-month,Fiber optic,No,No,Electronic check,3,1
1587,47,6,87.71,Month-to-month,Fiber optic,Yes,No,Credit card,2,1
3984,54,71,109.7,Two year,Fiber optic,No,Yes,Bank transfer,2,0
2974,28,21,111.77,One year,Fiber optic,No,Yes,Electronic check,0,1
402,57,42,114.75,Month-to-month,Fiber optic,Yes,Yes,Electronic check,6,1
1302,32,29,105.44,Month-to-month,Fiber optic,No,Yes,Credit card,5,0
1212,50,20,62.58,Two year,DSL,Yes,No,Bank transfer,1,1
1429,38,69,75.85,One year,Fiber optic,Yes,Yes,Electronic check,0,0
459,54,30,93.9,Month-to-month,No,No,Yes,Bank transfer,4,0
2424,51,36,37.67,One year,Fiber optic,Yes,Yes,Electronic check,5,0
1778,42,62,75.73,One year,DSL,No,No,Electronic check,2,0
1695,66,7,63.52,Two year,Fiber optic,No,No,Credit card,2,1
4215,67,26,110.26,Month-to-month,No,No,No,Bank transfer,2,1
4023,28,35,33.03,Two year,Fiber optic,No,No,Electronic check,0,1
4412,46,9,144.02,Month-to-month,Fiber optic,No,No,Credit card,6,1
2132,49,40,28.94,One year,Fiber optic,No,No,Bank transfer,1,1
2864,46,71,40.02,Month-to-month,Fiber optic,No,No,Credit card,1,0
4821,51,31,127.98,One year,Fiber optic,No,No,Electronic check,0,0
2922,28,16,66.87,One year,No,No,Yes,Credit card,0,0
1888,47,55,57.78,Two year,Fiber optic,No,No,Bank transfer,3,0
2427,32,55,144.41,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,0
2085,66,62,40.57,Two year,Fiber optic,No,No,Credit card,3,1
2855,51,46,42.33,One year,Fiber optic,No,No,Credit card,3,1
3707,30,17,136.62,Month-to-month,DSL,No,No,Bank transfer,3,1
2925,36,65,94.37,Month-to-month,Fiber optic,Yes,No,Electronic check,0,1
4666,46,50,86.17,Month-to-month,Fiber optic,Yes,No,Electronic check,4,1
4599,20,27,81.59,Two year,No,No,No,Bank transfer,1,1
4826,23,31,71.56,Month-to-month,No,No,No,Bank transfer,2,1
3989,22,26,71.08,Month-to-month,DSL,No,No,Bank transfer,0,1
1156,54,61,127.69,One year,No,Yes,Yes,Credit card,2,0
4714,68,12,127.05,One year,Fiber optic,Yes,No,Bank transfer,2,1
4911,46,16,49.42,Two year,DSL,No,No,Credit card,3,1
3312,51,9,37.48,Month-to-month,Fiber optic,No,Yes,Bank transfer,3,1
409,40,18,136.19,Month-to-month,No,Yes,No,Bank transfer,1,1
2942,34,2,141.82,Month-to-month,Fiber optic,No,No,Credit card,1,1
834,20,49,75.05,One year,Fiber optic,Yes,No,Credit card,0,1
1012,43,25,97.18,One year,Fiber optic,Yes,No,Credit card,1,1
4489,27,19,133.99,Month-to-month,No,Yes,No,Electronic check,2,0
1931,32,7,147.25,Two year,DSL,No,No,Electronic check,1,1
4308,40,44,118.5,Two year,Fiber optic,No,No,Credit card,1,1
99,46,1,41.41,Month-to-month,No,No,Yes,Bank transfer,0,1
1239,48,57,93.64,Month-to-month,No,Yes,Yes,Credit card,1,0
4751,51,24,83.84,Two year,Fiber optic,No,No,Electronic check,4,1
4224,18,17,22.88,One year,Fiber optic,No,No,Credit card,2,0
1088,23,19,73.2,One year,Fiber optic,No,Yes,Electronic check,3,1
4437,61,62,89.18,Two year,Fiber optic,Yes,No,Credit card,2,1
3195,68,67,41.5,Month-to-month,No,Yes,Yes,Bank transfer,1,0
2616,52,68,100.09,Month-to-month,No,No,No,Electronic check,2,1
4891,56,23,82.84,Month-to-month,Fiber optic,No,No,Bank transfer,2,1
4485,55,64,85.31,Month-to-month,DSL,No,No,Credit card,3,1
2528,35,59,59.48,Month-to-month,Fiber optic,Yes,No,Electronic check,1,1
1084,68,71,109.28,Two year,Fiber optic,No,Yes,Credit card,2,0
469,49,27,108.02,Two year,DSL,Yes,No,Bank transfer,3,1
4631,22,17,24.94,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3990,34,71,130.69,One year,No,Yes,Yes,Electronic check,2,1
1680,19,67,140.56,Month-to-month,DSL,Yes,Yes,Bank transfer,10,1
1226,41,3,54.22,Two year,Fiber optic,Yes,Yes,Bank transfer,0,1
3324,19,4,67.92,Month-to-month,Fiber optic,No,Yes,Electronic check,2,1
3699,52,33,44.33,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,1
4586,62,29,55.43,Month-to-month,DSL,No,No,Bank transfer,2,1
4370,45,22,148.59,Month-to-month,Fiber optic,No,Yes,Credit card,2,1
2689,52,12,123.95,Month-to-month,DSL,No,No,Credit card,2,1
2663,33,59,23.7,Month-to-month,Fiber optic,No,Yes,Electronic check,1,1
4540,19,71,57.56,One year,Fiber optic,Yes,Yes,Credit card,4,1
109,25,63,117.81,Month-to-month,DSL,No,Yes,Credit card,1,1
3875,46,52,111.53,One year,Fiber optic,Yes,Yes,Electronic check,1,0
3758,22,23,35.09,Month-to-month,Fiber optic,Yes,No,Electronic check,4,1
1038,54,9,48.8,One year,No,No,No,Credit card,4,1
78,51,57,109.78,Month-to-month,No,Yes,Yes,Electronic check,1,1
4618,21,5,50.05,Two year,Fiber optic,Yes,No,Bank transfer,0,1
4934,33,69,31.48,Month-to-month,DSL,No,No,Bank transfer,3,0
1823,68,55,122.88,Two year,Fiber optic,Yes,Yes,Electronic check,0,0
4244,34,66,103.4,Two year,Fiber optic,Yes,Yes,Electronic check,0,1
4101,54,22,65.82,Two year,No,No,No,Credit card,3,1
1246,44,26,27.51,Month-to-month,Fiber optic,No,No,Bank transfer,0,1
4362,55,56,82.12,Month-to-month,DSL,No,No,Bank transfer,2,1
1301,57,54,141.3,One year,Fiber optic,Yes,No,Credit card,5,0
4262,28,4,26.73,Two year,Fiber optic,No,No,Bank transfer,2,1
1985,61,43,30.18,Month-to-month,Fiber optic,No,No,Electronic check,1,1
3340,66,14,110.29,Month-to-month,DSL,No,No,Electronic check,2,1
3006,38,49,72.25,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,1
423,59,4,74.64,One year,Fiber optic,Yes,No,Electronic check,1,1
3236,39,18,85.31,One year,DSL,Yes,No,Bank transfer,1,0
551,19,32,30.8,Month-to-month,DSL,No,Yes,Credit card,1,1
2549,24,68,127.63,One year,Fiber optic,No,No,Electronic check,5,1
4406,39,39,37.1,Month-to-month,No,No,Yes,Electronic check,3,1
1611,25,1,141.24,Two year,DSL,No,Yes,Bank transfer,2,1
562,50,16,84.33,Two year,Fiber optic,No,No,Electronic check,3,1
2870,66,31,127.34,One year,DSL,Yes,Yes,Electronic check,3,0
577,48,32,35.33,Month-to-month,Fiber optic,Yes,No,Credit card,3,1
354,55,61,135.04,Month-to-month,Fiber optic,No,No,Credit card,1,1
